Time,Boat,Trip,Lat,Lng,Speed (M/S),Range (Meters),Heading,Boat Name,Community
2018-04-06 13:41:32,2784,,-3.4058,10.66015,0.03,,173.67,Pelagic 407077,
2018-04-06 13:42:32,2786,,-3.4059,10.66027,0.02,,270,Pelagic 431929 1,
2018-04-06 13:43:29,2785,,-3.40534,10.66039,0.08,,75.94,Pelagic 397542,
2018-04-06 13:44:56,2786,,-3.40596,10.66025,0.08,,270,Pelagic 431929 1,
2018-04-06 13:46:31,2785,,-3.40534,10.66038,0.03,,135.05,Pelagic 397542,
2018-04-06 13:47:17,2784,,-3.40573,10.66015,0.01,,0,Pelagic 407077,
2018-04-06 13:48:31,2786,,-3.40587,10.66027,0.02,,296.61,Pelagic 431929 1,
2018-04-06 13:49:00,2785,,-3.40525,10.66039,0.17,,0,Pelagic 397542,
2018-04-06 13:51:03,2785,,-3.40528,10.66037,1.37,,245.28,Pelagic 397542,
2018-04-06 13:52:05,2786,,-3.40587,10.66028,0.11,,59.7,Pelagic 431929 1,
2018-04-06 13:52:08,2788,,-3.40558,10.66026,0.01,,285.97,Pelagic 392865 1,
2018-04-06 13:53:23,2785,,-3.4053,10.66033,0.12,,284.06,Pelagic 397542,
2018-04-06 13:54:30,2786,,-3.40589,10.66023,0.1,,44.95,Pelagic 431929 1,
2018-04-06 13:57:00,2786,,-3.40593,10.66026,0.18,,41.58,Pelagic 431929 1,
2018-04-06 13:57:47,2788,,-3.40551,10.66015,0.05,,296.61,Pelagic 392865 1,
2018-04-06 13:59:23,2786,,-3.40592,10.66027,0.11,,33.64,Pelagic 431929 1,
2018-04-06 14:02:58,2786,,-3.40596,10.66017,0.04,,216.82,Pelagic 431929 1,
2018-04-06 14:05:21,2786,,-3.40592,10.66019,0.17,,221.14,Pelagic 431929 1,
2018-04-06 14:07:48,2786,,-3.40602,10.66016,0.16,,196.67,Pelagic 431929 1,
2018-04-06 14:10:12,2786,,-3.40594,10.66025,0.15,,77.45,Pelagic 431929 1,
2018-04-06 14:10:19,2784,,-3.40574,10.66007,0.01,,262.86,Pelagic 407077,
2018-04-06 14:16:00,2784,,-3.40574,10.66019,0.01,,44.95,Pelagic 407077,
2018-04-06 14:19:48,2788,,-3.40549,10.66027,0.01,,33.64,Pelagic 392865 1,
2018-04-06 14:21:50,2784,,-3.40575,10.66017,0.01,,243.39,Pelagic 407077,
2018-04-06 14:27:27,2784,,-3.40574,10.66006,0.02,,278.14,Pelagic 407077,
2018-04-06 14:33:11,2784,,-3.40571,10.65996,0.03,,286.73,Pelagic 407077,
2018-04-06 14:38:54,2784,,-3.40575,10.66,0,,224.95,Pelagic 407077,
2018-04-06 14:44:37,2784,,-3.40573,10.66008,0.02,,68.16,Pelagic 407077,
2018-04-06 14:50:26,2784,,-3.40571,10.66009,0.01,,26.52,Pelagic 407077,
2018-04-06 14:56:06,2784,,-3.40572,10.66005,0.01,,255.94,Pelagic 407077,
2018-04-06 15:02:02,2784,,-3.40572,10.66008,0.01,,90,Pelagic 407077,
2018-04-06 15:07:33,2784,,-3.40571,10.66019,0.04,,84.8,Pelagic 407077,
2018-04-06 15:13:20,2784,,-3.40577,10.66006,0.01,,224.95,Pelagic 407077,
2018-04-06 15:18:59,2784,,-3.40575,10.66005,0.01,,333.48,Pelagic 407077,
2018-04-06 15:24:48,2784,,-3.40569,10.65998,0.03,,310.65,Pelagic 407077,
2018-04-06 15:38:12,2787,301774,-3.37952,10.66653,0,,9.45,Pelagic 402813 1,
2018-04-06 15:40:11,2782,,-3.4058,10.66022,0,,0,Pelagic 418835,
2018-04-06 15:47:38,2784,,-3.40567,10.65997,0,,333.48,Pelagic 407077,
2018-04-06 15:53:21,2784,,-3.40569,10.65996,0.01,,206.52,Pelagic 407077,
2018-04-06 15:54:51,2788,,-3.40561,10.6609,0.01,,97.78,Pelagic 392865 1,
2018-04-06 15:54:55,2787,301774,-3.37952,10.66654,0.01,,126.92,Pelagic 402813 1,
2018-04-06 15:56:31,2788,,-3.4063,10.66124,3.33,,90,Pelagic 392865 1,
2018-04-06 15:58:29,2788,,-3.40577,10.66095,0.62,,320.24,Pelagic 392865 1,
2018-04-06 15:59:13,2784,,-3.40559,10.6599,0.04,,329.08,Pelagic 407077,
2018-04-06 16:00:31,2788,,-3.40578,10.66056,0.45,,270,Pelagic 392865 1,
2018-04-06 16:00:38,2787,301774,-3.3795,10.66661,0.02,,74.03,Pelagic 402813 1,
2018-04-06 16:02:29,2788,,-3.40568,10.66027,0.14,,270,Pelagic 392865 1,
2018-04-06 16:05:07,2784,,-3.40566,10.66015,0.03,,7.11,Pelagic 407077,
2018-04-06 16:05:33,2788,,-3.40573,10.66025,0.11,,270,Pelagic 392865 1,
2018-04-06 16:06:31,2787,301774,-3.37932,10.66665,0.08,,9.07,Pelagic 402813 1,
2018-04-06 16:06:56,2782,,-3.40576,10.66029,0.01,,60.21,Pelagic 418835,
2018-04-06 16:07:59,2788,,-3.40563,10.66029,0.05,,90,Pelagic 392865 1,
2018-04-06 16:10:07,2788,,-3.40561,10.66026,0.05,,270,Pelagic 392865 1,
2018-04-06 16:10:54,2784,,-3.40583,10.66017,0.03,,186.33,Pelagic 407077,
2018-04-06 16:12:38,2788,,-3.40563,10.66029,0.05,,270,Pelagic 392865 1,
2018-04-06 16:16:38,2784,,-3.40575,10.66017,0,,270,Pelagic 407077,
2018-04-06 16:17:23,2787,301774,-3.37962,10.66668,0.03,,137.54,Pelagic 402813 1,
2018-04-06 16:18:33,2782,,-3.40583,10.66025,0,,224.95,Pelagic 418835,
2018-04-06 16:22:23,2784,,-3.40569,10.66017,0.01,,0,Pelagic 407077,
2018-04-06 16:24:13,2782,,-3.40583,10.66024,0,,270,Pelagic 418835,
2018-04-06 16:25:13,2788,,-3.40563,10.66027,0.01,,206.52,Pelagic 392865 1,
2018-04-06 16:28:08,2784,,-3.40574,10.66015,0.01,,224.95,Pelagic 407077,
2018-04-06 16:28:22,2787,301774,-3.37973,10.66666,0.02,,190.29,Pelagic 402813 1,
2018-04-06 16:29:58,2782,,-3.40596,10.66015,0.04,,224.95,Pelagic 418835,
2018-04-06 16:31:05,2788,,-3.40565,10.66024,0.01,,14.01,Pelagic 392865 1,
2018-04-06 16:33:53,2784,,-3.40574,10.66013,0.01,,270,Pelagic 407077,
2018-04-06 16:36:48,2788,,-3.40564,10.66023,0,,315.05,Pelagic 392865 1,
2018-04-06 16:39:24,2787,301774,-3.37979,10.66675,0.02,,123.74,Pelagic 402813 1,
2018-04-06 16:39:56,2784,,-3.40575,10.66013,0,,270,Pelagic 407077,
2018-04-06 16:41:37,2786,,-3.40598,10.66012,0,,248.16,Pelagic 431929 1,
2018-04-06 16:42:34,2788,,-3.40565,10.66017,0.02,,260.52,Pelagic 392865 1,
2018-04-06 16:45:28,2784,,-3.40574,10.66014,0,,44.95,Pelagic 407077,
2018-04-06 16:47:06,2782,,-3.40582,10.66021,0,,251.53,Pelagic 418835,
2018-04-06 16:47:18,2786,,-3.40597,10.66006,0.03,,276.35,Pelagic 431929 1,
2018-04-06 16:48:29,2788,,-3.40556,10.66027,0.05,,19.62,Pelagic 392865 1,
2018-04-06 16:50:22,2787,301774,-3.37982,10.66673,0.01,,213.64,Pelagic 402813 1,
2018-04-06 16:51:07,2784,,-3.40575,10.66014,0,,270,Pelagic 407077,
2018-04-06 16:52:49,2782,,-3.40596,10.66029,0.02,,224.95,Pelagic 418835,
2018-04-06 16:53:04,2786,,-3.40612,10.66008,0.05,,183.81,Pelagic 431929 1,
2018-04-06 16:54:19,2788,,-3.40563,10.66023,0.01,,255.94,Pelagic 392865 1,
2018-04-06 16:56:54,2784,,-3.40571,10.66017,0.02,,36.82,Pelagic 407077,
2018-04-06 17:00:02,2788,,-3.40572,10.66033,0.04,,132.04,Pelagic 392865 1,
2018-04-06 17:04:40,2784,,-3.40567,10.66007,0.02,,285.97,Pelagic 407077,
2018-04-06 17:06:40,2787,301774,-3.37984,10.66667,0.01,,251.54,Pelagic 402813 1,
2018-04-06 17:10:01,2782,,-3.40594,10.66028,0,,333.48,Pelagic 418835,
2018-04-06 17:10:16,2786,,-3.40597,10.66016,0,,153.48,Pelagic 431929 1,
2018-04-06 17:10:22,2784,,-3.40577,10.66011,0.02,,171.88,Pelagic 407077,
2018-04-06 17:11:50,2788,,-3.40567,10.66032,0.01,,348.71,Pelagic 392865 1,
2018-04-06 17:15:45,2782,,-3.40582,10.66016,0.02,,306.92,Pelagic 418835,
2018-04-06 17:15:56,2786,,-3.40596,10.66016,0,,0,Pelagic 431929 1,
2018-04-06 17:17:26,2788,,-3.40571,10.66034,0.02,,164.08,Pelagic 392865 1,
2018-04-06 17:17:36,2787,301774,-3.37984,10.6667,0.01,,135.05,Pelagic 402813 1,
2018-04-06 17:21:29,2782,,-3.40588,10.66013,0.02,,206.52,Pelagic 418835,
2018-04-06 17:21:40,2786,,-3.40595,10.66012,0.01,,284.06,Pelagic 431929 1,
2018-04-06 17:21:51,2784,,-3.40565,10.66011,0.01,,0,Pelagic 407077,
2018-04-06 17:23:22,2787,301774,-3.37986,10.66673,0.01,,123.74,Pelagic 402813 1,
2018-04-06 17:25:15,2788,,-3.4055,10.66075,0.11,,67.44,Pelagic 392865 1,
2018-04-06 17:27:01,2788,,-3.40558,10.66022,0.4,,270,Pelagic 392865 1,
2018-04-06 17:27:14,2782,,-3.4058,10.66019,0.01,,90,Pelagic 418835,
2018-04-06 17:27:24,2786,,-3.40595,10.66011,0.02,,306.92,Pelagic 431929 1,
2018-04-06 17:27:37,2784,,-3.40574,10.66012,0.03,,173.67,Pelagic 407077,
2018-04-06 17:29:07,2787,301774,-3.37983,10.66672,0.01,,116.6,Pelagic 402813 1,
2018-04-06 17:29:28,2788,,-3.4056,10.66022,0.09,,224.95,Pelagic 392865 1,
2018-04-06 17:32:57,2782,,-3.40583,10.6602,0.01,,161.6,Pelagic 418835,
2018-04-06 17:32:59,2788,,-3.40561,10.66026,0.03,,135.05,Pelagic 392865 1,
2018-04-06 17:33:08,2786,,-3.40595,10.66014,0.01,,90,Pelagic 431929 1,
2018-04-06 17:35:20,2788,,-3.40553,10.66025,0.04,,44.95,Pelagic 392865 1,
2018-04-06 17:37:39,2788,,-3.40555,10.66025,0.05,,0,Pelagic 392865 1,
2018-04-06 17:38:46,2782,,-3.40585,10.66021,0.01,,153.48,Pelagic 418835,
2018-04-06 17:38:57,2786,,-3.40593,10.66014,0.01,,0,Pelagic 431929 1,
2018-04-06 17:39:05,2784,,-3.40574,10.66005,0.01,,270,Pelagic 407077,
2018-04-06 17:40:17,2787,301774,-3.37975,10.66666,0.02,,303.74,Pelagic 402813 1,
2018-04-06 17:44:24,2782,,-3.40584,10.66018,0.01,,288.47,Pelagic 418835,
2018-04-06 17:44:37,2786,,-3.40593,10.66014,0,,270,Pelagic 431929 1,
2018-04-06 17:44:50,2784,,-3.40573,10.66013,0.03,,82.86,Pelagic 407077,
2018-04-06 17:50:07,2782,,-3.4058,10.6602,0.01,,63.39,Pelagic 418835,
2018-04-06 17:50:20,2786,,-3.40596,10.66016,0.01,,146.36,Pelagic 431929 1,
2018-04-06 17:50:37,2784,,-3.40573,10.66002,0.01,,270,Pelagic 407077,
2018-04-06 17:55:51,2782,,-3.40585,10.66013,0.03,,234.41,Pelagic 418835,
2018-04-06 17:56:04,2786,,-3.40597,10.66012,0.01,,255.94,Pelagic 431929 1,
2018-04-06 17:56:27,2787,301774,-3.37969,10.66673,0.01,,0,Pelagic 402813 1,
2018-04-06 17:56:28,2784,,-3.40571,10.66013,0.01,,26.52,Pelagic 407077,
2018-04-06 18:01:21,2788,,-3.4056,10.66028,0,,149.08,Pelagic 392865 1,
2018-04-06 18:01:33,2782,,-3.40593,10.66023,0.03,,54.41,Pelagic 418835,
2018-04-06 18:01:49,2786,,-3.40593,10.66015,0.02,,36.82,Pelagic 431929 1,
2018-04-06 18:02:05,2784,,-3.40573,10.66013,0.01,,270,Pelagic 407077,
2018-04-06 18:02:11,2787,301774,-3.37969,10.66672,0.01,,90,Pelagic 402813 1,
2018-04-06 18:07:02,2788,,-3.40561,10.66029,0,,135.05,Pelagic 392865 1,
2018-04-06 18:07:26,2782,,-3.40583,10.66014,0.02,,251.53,Pelagic 418835,
2018-04-06 18:07:32,2786,,-3.40597,10.66012,0.02,,216.82,Pelagic 431929 1,
2018-04-06 18:07:55,2787,301774,-3.37979,10.6667,0.03,,191.29,Pelagic 402813 1,
2018-04-06 18:12:46,2788,,-3.4056,10.6603,0,,44.95,Pelagic 392865 1,
2018-04-06 18:12:59,2782,,-3.40579,10.66017,0.01,,0,Pelagic 418835,
2018-04-06 18:13:33,2784,,-3.40575,10.66015,0,,135.05,Pelagic 407077,
2018-04-06 18:13:40,2787,301774,-3.38173,10.65527,3.92,,260.13,Pelagic 402813 1,
2018-04-06 18:15:31,2787,301774,-3.38707,10.64987,2.54,,190.47,Pelagic 402813 1,
2018-04-06 18:17:14,2787,301774,-3.39527,10.64366,8.65,,227.55,Pelagic 402813 1,
2018-04-06 18:19:01,2787,301774,-3.40249,10.63838,7.94,,224.32,Pelagic 402813 1,
2018-04-06 18:20:44,2787,301774,-3.41008,10.63423,9.77,,200.69,Pelagic 402813 1,
2018-04-06 18:22:30,2787,301774,-3.41804,10.63068,9.34,,197.69,Pelagic 402813 1,
2018-04-06 18:24:13,2787,301774,-3.42667,10.62884,9.95,,187.21,Pelagic 402813 1,
2018-04-06 18:24:14,2788,,-3.40561,10.6603,0,,270,Pelagic 392865 1,
2018-04-06 18:25:02,2784,,-3.40577,10.66004,0.02,,259.68,Pelagic 407077,
2018-04-06 18:26:00,2787,301774,-3.4355,10.63011,10.96,,157.52,Pelagic 402813 1,
2018-04-06 18:27:44,2787,301774,-3.44384,10.63323,9.85,,163.64,Pelagic 402813 1,
2018-04-06 18:29:30,2787,301774,-3.45239,10.63574,8.84,,164.63,Pelagic 402813 1,
2018-04-06 18:31:13,2787,301774,-3.4608,10.63838,10.12,,159.11,Pelagic 402813 1,
2018-04-06 18:33:00,2787,301774,-3.46954,10.64086,9.41,,166.35,Pelagic 402813 1,
2018-04-06 18:34:42,2787,301774,-3.47786,10.64346,9.41,,163.73,Pelagic 402813 1,
2018-04-06 18:35:47,2788,,-3.40562,10.66034,0.01,,125.59,Pelagic 392865 1,
2018-04-06 18:36:23,2787,301774,-3.48608,10.64605,8.97,,161.04,Pelagic 402813 1,
2018-04-06 18:38:09,2787,301774,-3.49453,10.64916,9.15,,163.55,Pelagic 402813 1,
2018-04-06 18:39:53,2787,301774,-3.50281,10.65213,9.19,,162.42,Pelagic 402813 1,
2018-04-06 18:41:34,2787,301774,-3.50878,10.65526,7.35,,148.54,Pelagic 402813 1,
2018-04-06 18:41:47,2788,,-3.40558,10.66027,0.02,,299.79,Pelagic 392865 1,
2018-04-06 18:42:13,2784,,-3.40574,10.66014,0.01,,90,Pelagic 407077,
2018-04-06 18:43:14,2787,301774,-3.51853,10.65786,8.9,,270,Pelagic 402813 1,
2018-04-06 18:44:58,2787,301774,-3.52668,10.66071,9.18,,160.38,Pelagic 402813 1,
2018-04-06 18:46:46,2787,301774,-3.53504,10.66425,10.57,,149.89,Pelagic 402813 1,
2018-04-06 18:47:13,2788,,-3.40566,10.66022,0.03,,211.96,Pelagic 392865 1,
2018-04-06 18:48:01,2784,,-3.40577,10.66007,0.02,,246.76,Pelagic 407077,
2018-04-06 18:48:32,2787,301774,-3.54335,10.66714,14.33,,173.94,Pelagic 402813 1,
2018-04-06 18:50:13,2787,301774,-3.55132,10.6701,9.89,,155.72,Pelagic 402813 1,
2018-04-06 18:51:53,2787,301774,-3.55918,10.67282,9.34,,157.29,Pelagic 402813 1,
2018-04-06 18:52:56,2788,,-3.40558,10.66014,0.02,,238.99,Pelagic 392865 1,
2018-04-06 18:53:42,2787,301774,-3.56764,10.67601,21.29,,164.71,Pelagic 402813 1,
2018-04-06 18:53:42,2784,,-3.40579,10.66007,0.01,,270,Pelagic 407077,
2018-04-06 18:55:23,2787,301774,-3.57564,10.67905,9.32,,162.68,Pelagic 402813 1,
2018-04-06 18:57:10,2787,301774,-3.58381,10.68265,7.53,,156.84,Pelagic 402813 1,
2018-04-06 18:58:53,2787,301774,-3.59201,10.68543,8.46,,165.76,Pelagic 402813 1,
2018-04-06 18:59:44,2784,,-3.40572,10.66008,0.01,,14.01,Pelagic 407077,
2018-04-06 19:00:38,2787,301774,-3.60048,10.68834,10.6,,163.26,Pelagic 402813 1,
2018-04-06 19:02:23,2787,301774,-3.60861,10.6915,8.4,,163.69,Pelagic 402813 1,
2018-04-06 19:04:09,2787,301774,-3.61668,10.69514,14.77,,150.48,Pelagic 402813 1,
2018-04-06 19:04:45,2788,,-3.40557,10.6602,0,,63.39,Pelagic 392865 1,
2018-04-06 19:05:49,2787,301774,-3.62458,10.69862,9.94,,153.48,Pelagic 402813 1,
2018-04-06 19:07:40,2787,301774,-3.63163,10.70167,9.34,,148.25,Pelagic 402813 1,
2018-04-06 19:09:20,2787,301774,-3.63798,10.70427,8.96,,150.3,Pelagic 402813 1,
2018-04-06 19:10:11,2788,,-3.40557,10.66022,0.01,,90,Pelagic 392865 1,
2018-04-06 19:10:54,2784,,-3.4057,10.66016,0.01,,75.94,Pelagic 407077,
2018-04-06 19:11:05,2787,301774,-3.64398,10.70718,5.74,,223.13,Pelagic 402813 1,
2018-04-06 19:12:51,2787,301774,-3.65341,10.71151,2.58,,216.2,Pelagic 402813 1,
2018-04-06 19:14:33,2787,301774,-3.66193,10.71494,10.61,,157.24,Pelagic 402813 1,
2018-04-06 19:15:57,2788,,-3.40557,10.66024,0.01,,90,Pelagic 392865 1,
2018-04-06 19:16:18,2787,301774,-3.6701,10.71797,13.6,,154.1,Pelagic 402813 1,
2018-04-06 19:17:59,2787,301774,-3.67778,10.72106,8.02,,165.99,Pelagic 402813 1,
2018-04-06 19:19:45,2787,301774,-3.68585,10.72477,7.85,,157.11,Pelagic 402813 1,
2018-04-06 19:21:26,2787,301774,-3.68941,10.7268,0.83,,90,Pelagic 402813 1,
2018-04-06 19:21:45,2788,,-3.40559,10.66021,0.01,,236.26,Pelagic 392865 1,
2018-04-06 19:22:23,2784,,-3.40578,10.66014,0.01,,194.01,Pelagic 407077,
2018-04-06 19:23:09,2787,301774,-3.68905,10.72708,1.33,,68.16,Pelagic 402813 1,
2018-04-06 19:25:01,2787,301774,-3.68868,10.72719,0.37,,331.44,Pelagic 402813 1,
2018-04-06 19:26:44,2787,301774,-3.69035,10.72693,1.85,,270,Pelagic 402813 1,
2018-04-06 19:27:25,2788,,-3.40559,10.66025,0.01,,90,Pelagic 392865 1,
2018-04-06 19:28:07,2784,,-3.4057,10.66013,0.02,,348.71,Pelagic 407077,
2018-04-06 19:30:04,2787,301774,-3.69029,10.72712,0.11,,72.44,Pelagic 402813 1,
2018-04-06 19:32:28,2787,301774,-3.69025,10.72709,0.04,,323.19,Pelagic 402813 1,
2018-04-06 19:33:10,2788,,-3.40551,10.66026,0.03,,7.11,Pelagic 392865 1,
2018-04-06 19:33:50,2784,,-3.40575,10.66016,0.02,,149.08,Pelagic 407077,
2018-04-06 19:34:46,2787,301774,-3.69028,10.72706,0.24,,270,Pelagic 402813 1,
2018-04-06 19:37:07,2787,301774,-3.69031,10.72725,0.05,,270,Pelagic 402813 1,
2018-04-06 19:39:40,2784,,-3.40573,10.66017,0.01,,26.52,Pelagic 407077,
2018-04-06 19:40:42,2787,301774,-3.69036,10.72729,0.02,,0,Pelagic 402813 1,
2018-04-06 19:42:48,2782,,-3.40579,10.66022,0,,51.29,Pelagic 418835,
2018-04-06 19:42:58,2787,301774,-3.69041,10.72727,0.07,,224.94,Pelagic 402813 1,
2018-04-06 19:44:40,2788,,-3.40555,10.66017,0.01,,263.65,Pelagic 392865 1,
2018-04-06 19:45:18,2784,,-3.4057,10.66007,0.03,,286.73,Pelagic 407077,
2018-04-06 19:46:31,2787,301774,-3.69043,10.72727,0.01,,270,Pelagic 402813 1,
2018-04-06 19:48:46,2787,301774,-3.69043,10.7273,0.05,,90,Pelagic 402813 1,
2018-04-06 19:51:06,2787,301774,-3.69046,10.72727,0.17,,156.08,Pelagic 402813 1,
2018-04-06 19:53:28,2787,301774,-3.69073,10.72666,0.61,,257.1,Pelagic 402813 1,
2018-04-06 19:55:11,2787,301774,-3.69052,10.72609,1.17,,191.29,Pelagic 402813 1,
2018-04-06 19:56:09,2788,,-3.4056,10.6602,0.01,,149.08,Pelagic 392865 1,
2018-04-06 19:56:52,2787,301774,-3.68984,10.72649,0.67,,0,Pelagic 402813 1,
2018-04-06 19:58:56,2787,301774,-3.68955,10.72672,0.24,,34.94,Pelagic 402813 1,
2018-04-06 20:01:03,2787,301774,-3.68955,10.7268,0.17,,90,Pelagic 402813 1,
2018-04-06 20:01:58,2788,,-3.40559,10.6602,0.02,,251.53,Pelagic 392865 1,
2018-04-06 20:03:28,2787,301774,-3.68965,10.72684,0.1,,128.72,Pelagic 402813 1,
2018-04-06 20:05:46,2787,301774,-3.68975,10.7269,0.06,,270,Pelagic 402813 1,
2018-04-06 20:07:39,2788,,-3.40559,10.66027,0.02,,90,Pelagic 392865 1,
2018-04-06 20:08:06,2787,301774,-3.68978,10.727,0.05,,270,Pelagic 402813 1,
2018-04-06 20:10:28,2787,301774,-3.68991,10.727,0.11,,270,Pelagic 402813 1,
2018-04-06 20:12:46,2787,301774,-3.68999,10.72705,0.14,,270,Pelagic 402813 1,
2018-04-06 20:14:05,2784,,-3.40575,10.66012,0,,206.52,Pelagic 407077,
2018-04-06 20:15:06,2787,301774,-3.68991,10.72688,0.27,,270,Pelagic 402813 1,
2018-04-06 20:17:28,2787,301774,-3.68996,10.72705,0.07,,90,Pelagic 402813 1,
2018-04-06 20:19:47,2784,,-3.40573,10.66017,0.02,,101.33,Pelagic 407077,
2018-04-06 20:19:51,2787,301774,-3.69,10.72708,0.04,,143.19,Pelagic 402813 1,
2018-04-06 20:22:06,2787,301774,-3.69,10.72697,0.25,,270,Pelagic 402813 1,
2018-04-06 20:25:32,2784,,-3.40572,10.66017,0.01,,236.26,Pelagic 407077,
2018-04-06 20:30:47,2787,301774,-3.68995,10.72693,0.01,,243.39,Pelagic 402813 1,
2018-04-06 20:30:50,2788,,-3.40563,10.66027,0,,270,Pelagic 392865 1,
2018-04-06 20:31:19,2784,,-3.40576,10.66013,0.02,,224.95,Pelagic 407077,
2018-04-06 20:33:06,2787,301774,-3.68995,10.72697,0.09,,126.93,Pelagic 402813 1,
2018-04-06 20:35:28,2787,301774,-3.68993,10.72696,0.06,,90,Pelagic 402813 1,
2018-04-06 20:36:31,2788,,-3.40564,10.66029,0.01,,116.61,Pelagic 392865 1,
2018-04-06 20:37:02,2784,,-3.4057,10.66019,0.03,,44.95,Pelagic 407077,
2018-04-06 20:37:46,2787,301774,-3.6899,10.72687,0.1,,270,Pelagic 402813 1,
2018-04-06 20:40:06,2787,301774,-3.6899,10.72688,0.08,,270,Pelagic 402813 1,
2018-04-06 20:42:15,2788,,-3.40559,10.66026,0.02,,0,Pelagic 392865 1,
2018-04-06 20:42:41,2784,,-3.40571,10.66014,0.01,,341.6,Pelagic 407077,
2018-04-06 20:43:42,2787,301774,-3.68986,10.72678,0.02,,270,Pelagic 402813 1,
2018-04-06 20:45:58,2787,301774,-3.68986,10.72688,0.26,,90,Pelagic 402813 1,
2018-04-06 20:47:59,2788,,-3.40561,10.66031,0.02,,111.84,Pelagic 392865 1,
2018-04-06 20:48:16,2787,301774,-3.68986,10.72681,0.06,,270,Pelagic 402813 1,
2018-04-06 20:48:28,2784,,-3.40574,10.66019,0.01,,146.36,Pelagic 407077,
2018-04-06 20:50:36,2787,301774,-3.68983,10.72675,0.05,,270,Pelagic 402813 1,
2018-04-06 20:52:58,2787,301774,-3.6898,10.72685,0.05,,90,Pelagic 402813 1,
2018-04-06 20:53:43,2788,,-3.4056,10.66031,0.01,,123.74,Pelagic 392865 1,
2018-04-06 20:54:07,2784,,-3.40572,10.6602,0.01,,315.05,Pelagic 407077,
2018-04-06 20:55:16,2787,301774,-3.68983,10.72677,0.06,,213.64,Pelagic 402813 1,
2018-04-06 20:57:36,2787,301774,-3.6898,10.72668,0.05,,270,Pelagic 402813 1,
2018-04-06 20:59:47,2788,,-3.40558,10.66033,0.01,,44.95,Pelagic 392865 1,
2018-04-06 20:59:51,2784,,-3.40573,10.66017,0.01,,251.53,Pelagic 407077,
2018-04-06 21:00:04,2787,301774,-3.6898,10.7267,0.05,,270,Pelagic 402813 1,
2018-04-06 21:02:16,2787,301774,-3.68974,10.72669,0.11,,326.36,Pelagic 402813 1,
2018-04-06 21:05:12,2788,,-3.40558,10.66028,0.02,,270,Pelagic 392865 1,
2018-04-06 21:05:35,2784,,-3.40573,10.66012,0.02,,270,Pelagic 407077,
2018-04-06 21:05:46,2787,301774,-3.68974,10.72663,0.07,,270,Pelagic 402813 1,
2018-04-06 21:08:35,2787,301774,-3.68971,10.72666,0.04,,0,Pelagic 402813 1,
2018-04-06 21:10:56,2788,,-3.40567,10.66028,0.03,,270,Pelagic 392865 1,
2018-04-06 21:11:19,2784,,-3.40577,10.66015,0.02,,143.18,Pelagic 407077,
2018-04-06 21:12:06,2787,301774,-3.6897,10.72662,0.01,,315.06,Pelagic 402813 1,
2018-04-06 21:14:28,2787,301774,-3.68966,10.72677,0.2,,90,Pelagic 402813 1,
2018-04-06 21:16:46,2787,301774,-3.68969,10.72671,0.05,,270,Pelagic 402813 1,
2018-04-06 21:17:02,2784,,-3.40574,10.66016,0.01,,18.4,Pelagic 407077,
2018-04-06 21:17:12,2786,,-3.40607,10.66027,0,,123.74,Pelagic 431929 1,
2018-04-06 21:20:16,2787,301774,-3.68969,10.72675,0.09,,90,Pelagic 402813 1,
2018-04-06 21:22:32,2788,,-3.4056,10.66026,0.01,,326.36,Pelagic 392865 1,
2018-04-06 21:22:36,2787,301774,-3.68966,10.72673,0.11,,270,Pelagic 402813 1,
2018-04-06 21:22:46,2784,,-3.40573,10.66013,0.01,,288.47,Pelagic 407077,
2018-04-06 21:22:55,2786,,-3.40602,10.66016,0.03,,302.05,Pelagic 431929 1,
2018-04-06 21:24:58,2787,301774,-3.68969,10.7267,0.06,,90,Pelagic 402813 1,
2018-04-06 21:28:15,2788,,-3.40557,10.6603,0.01,,270,Pelagic 392865 1,
2018-04-06 21:28:28,2787,301774,-3.68967,10.72661,0.03,,251.53,Pelagic 402813 1,
2018-04-06 21:28:30,2784,,-3.40576,10.66015,0.01,,146.36,Pelagic 407077,
2018-04-06 21:30:46,2787,301774,-3.68959,10.72644,0.22,,291.08,Pelagic 402813 1,
2018-04-06 21:33:06,2787,301774,-3.68954,10.72639,0.05,,270,Pelagic 402813 1,
2018-04-06 21:34:14,2784,,-3.40571,10.66016,0.02,,38.61,Pelagic 407077,
2018-04-06 21:34:17,2788,,-3.40564,10.6603,0.01,,90,Pelagic 392865 1,
2018-04-06 21:35:28,2787,301774,-3.68951,10.72656,0.16,,73.27,Pelagic 402813 1,
2018-04-06 21:37:46,2787,301774,-3.68951,10.72646,0.05,,90,Pelagic 402813 1,
2018-04-06 21:39:10,2782,,-3.40583,10.66019,0,,251.53,Pelagic 418835,
2018-04-06 21:39:42,2786,,-3.40601,10.66014,0,,296.61,Pelagic 431929 1,
2018-04-06 21:39:58,2784,,-3.40577,10.66017,0.02,,170.55,Pelagic 407077,
2018-04-06 21:40:06,2787,301774,-3.68948,10.72644,0.14,,293.24,Pelagic 402813 1,
2018-04-06 21:42:30,2787,301774,-3.68948,10.72644,0.02,,90,Pelagic 402813 1,
2018-04-06 21:44:46,2787,301774,-3.69022,10.72625,0.61,,206.52,Pelagic 402813 1,
